RegionName,City,State,CountyName,name,SizeRank,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
95926,Chico,CA,Butte,Chico-CA-95926,1702,299900,314750,309250,297450,315000,299900,302499.5,309975,309975,319500,329000,329450
91764,Ontario,CA,San Bernardino,Ontario-CA-91764,1703,379900,379900,379899.5,384900,384900,389894,399000,392474.5,396999.5,389000,395000,395000
95023,Hollister,CA,San Benito,Hollister-CA-95023,1731,561945,555555,556945,562480,559450,564950,574999,578257,585000,585200,609723.5,587500
93455,Santa-Maria,CA,Santa Barbara,Santa-Maria-CA-93455,1744,449950,449000,452195,450000,449490,452245,465792,455000,454900,449950,468000,479900
91016,Monrovia,CA,Los Angeles,Monrovia-CA-91016,1745,677450,669000,674944,684000,679000,658944,688500,693000,738000,749000,747500,750000
94608,Oakland,CA,Alameda,Oakland-CA-94608,1749,649000,619000,609250,684500,695000,679500,685000,699000,699000,699000,699000,713453
90291,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90291,1771,2072500,2239000,2157500,1998000,2048500,2048500,2295000,2297500,2297500,2249000,2219000,2269000
91320,Thousand-Oaks,CA,Ventura,Thousand-Oaks-CA-91320,1772,779000,762500,774950,777700,749000,774000,769900,768950,799000,785000,799450,799900
91606,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91606,1780,575000,575000,579672,599450,616517.5,599000,589388.5,572000,599000,649500,634379.5,641754.5
92025,Escondido,CA,San Diego,Escondido-CA-92025,1782,520000,554500,550000,550000,499000,499000,544950,569000,585000,625000,637000,600000
91423,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91423,1785,1199495,1225000,1227000,1217500,1217500,1227000,1249000,1279000,1199000,1199999,1149000,1137000
92395,Victorville,CA,San Bernardino,Victorville-CA-92395,1787,239900,245250,245700,244694,244894,242000,245000,245000,248000,250000,258900,260000
93534,Lancaster,CA,Los Angeles,Lancaster-CA-93534,1794,225000,235000,237500,230000,235000,239000,240000,249900,249900,249900,249945,249950
95928,Chico,CA,Butte,Chico-CA-95928,1801,340975,339000,339000,352500,352500,349000,342450,339900,339900,347250,359000,342500
94404,Foster-City,CA,San Mateo,Foster-City-CA-94404,1804,1198000,1149000,1159000,1178400,1198000,1334440,1366380,1375000,1381500,1348000,1298000,1300000
90065,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90065,1811,756000,753000,775000,772000,769000,775500,779000,799000,798500,799000,799000,822500
94804,Richmond,CA,Contra Costa,Richmond-CA-94804,1830,425000,430000,418000,425000,429000,429000,449000,460000,460000,479000,479000,480000
92557,Moreno-Valley,CA,Riverside,Moreno-Valley-CA-92557,1831,320000,320000,329900,329900,329900,325000,325000,329900,348500,355000,358900,360000
90723,Paramount,CA,Los Angeles,Paramount-CA-90723,1855,337500,349450,340000,349000,347450,359000,349900,349900,350000,364400,368800,365000
90292,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90292,1867,1089000,1025000,1106495,1099000,1212500,1277500,1224500,1199000,1200000,1149000,1184500,1159500
90262,Lynwood,CA,Los Angeles,Lynwood-CA-90262,1871,409000,409000,410000,425000,420000,425000,418450,420000,429900,430000,429000,420000
92019,El-Cajon,CA,San Diego,El-Cajon-CA-92019,1873,539900,555000,566000,565500,549000,539000,537000,537000,539500,562000,549995,549990
92084,Vista,CA,San Diego,Vista-CA-92084,1876,612500,609250,599950,625000,629000,629000,639000,639900,629000,659900,677000,649950
92243,El-Centro,CA,Imperial,El-Centro-CA-92243,1877,231000,224500,228000,220997.5,235000,230000,235000,229900,223704.5,220000,239925,234500
90740,Seal-Beach,CA,Orange,Seal-Beach-CA-90740,1879,299000,299450,290000,322500,309000,335000,350000,330950,315000,314999,289000,299900
90501,Torrance,CA,Los Angeles,Torrance-CA-90501,1883,689000,699000,665000,655000,669000,654500,659000,669000,677450,687000,699000,698888
90405,Santa-Monica,CA,Los Angeles,Santa-Monica-CA-90405,1889,1550000,1450000,1500000,1699000,1699000,1799500,1700000,1650000,1650000,1689000,1699000,1700000
92584,Menifee,CA,Riverside,Menifee-CA-92584,1903,392500,391000,389900,395900,396990,395000,392500,394450,399000,405000,405446,405000
91732,El-Monte,CA,Los Angeles,El-Monte-CA-91732,1907,473500,495000,500900,518000,501450,530000,535000,535000,530000,529500,530000,529000
94578,San-Leandro,CA,Alameda,San-Leandro-CA-94578,1948,578500,588000,588000,599000,599000,599000,599000,599000,610000,635000,645000,635000
92308,Apple-Valley,CA,San Bernardino,Apple-Valley-CA-92308,1952,241000,249900,241250,249945,258500,259900,260000,260000,260000,255600,260501,260000
93313,Bakersfield,CA,Kern,Bakersfield-CA-93313,1955,262500,269000,269000,270012,269900,269400,270900,257450,249999,249999,260000,256500
90638,La-Mirada,CA,Los Angeles,La-Mirada-CA-90638,1962,557888.5,550000,554900,575000,609449.5,582475,595000,595000,613500,610000,600000,599000
90008,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90008,1963,687000,699000,734950,747100,762100,739000,780000,799000,819000,849000,849000,849000
92307,Apple-Valley,CA,San Bernardino,Apple-Valley-CA-92307,1963,279950,285000,285000,285000,280000,282500,279000,277434,289900,300000,299900,299947.5
93726,Fresno,CA,Fresno,Fresno-CA-93726,1969,189750,189999,189999.5,181250,189900,189900,190000,194000,195000,200000,200000,199900
95757,Elk-Grove,CA,Sacramento,Elk-Grove-CA-95757,1973,456000,459450,459000,455500,459450,456000,460000,465000,478000,485000,489000,485000
91401,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91401,1977,799000,749000,799000,783950,745000,750000,799999,799000,755900,749000,741900,751950
94044,Pacifica,CA,San Mateo,Pacifica-CA-94044,1980,862500,863888,884900,852500,869126,855000,878000,948500,979888,985000,931500,996500
90241,Downey,CA,Los Angeles,Downey-CA-90241,1981,598729.5,612210,637000,612972,599990,616852,610926,610926,626569,618185.5,599974.5,599999
92069,San-Marcos,CA,San Diego,San-Marcos-CA-92069,1985,569950,575000,559950,549950,575000,579000,564950,579000,579000,625000,639000,610000
90266,Manhattan-Beach,CA,Los Angeles,Manhattan-Beach-CA-90266,1986,2599000,2599000,2795000,2685000,2599000,2612500,2682500,2695000,2695000,2699995,2599000,2749000
94523,Pleasant-Hill,CA,Contra Costa,Pleasant-Hill-CA-94523,1994,695000,690000,699950,689000,664000,698000,699900,725000,769000,727500,725000,760000
91360,Thousand-Oaks,CA,Ventura,Thousand-Oaks-CA-91360,1996,679000,689900,704999.5,682450,670000,687000,719000,729450,719500,719000,699999,700000
93940,Monterey,CA,Monterey,Monterey-CA-93940,1997,849000,860000,882000,939000,939000,899000,899000,849000,862250,849000,844000,849000
92840,Garden-Grove,CA,Orange,Garden-Grove-CA-92840,1998,575000,572450,574850,574850,574800,555000,559000,565000,567750,599000,590000,598500
92505,Riverside,CA,Riverside,Riverside-CA-92505,1999,385000,384950,389900,398888,399000,399000,413450,399450,399900,399999.5,417000,420000
93030,Oxnard,CA,Ventura,Oxnard-CA-93030,2001,499950,509000,509000,517400,509000,512000,512000,517000,519000,522000,520500,525000
94551,Livermore,CA,Alameda,Livermore-CA-94551,2004,698888,699444,704450,699000,710000,709975,720000,717500,725000,739000,749000,759000
92649,Huntington-Beach,CA,Orange,Huntington-Beach-CA-92649,2005,899000,899000,922500,976500,980000,949000,985000,970000,999000,899000,1042000,999000
94582,San-Ramon,CA,Contra Costa,San-Ramon-CA-94582,2011,989000,999900,999900,1050000,1050000,1088492.5,1170000,1200000,1195000,1199950,1249500,1265997.5
95973,Chico,CA,Butte,Chico-CA-95973,2013,349000,359500,349900,349000,349500,349900,374750,376240,379000,379500,385000,369000
92262,Palm-Springs,CA,Riverside,Palm-Springs-CA-92262,2017,438000,439000,467000,479000,495000,497000,479000,475000,455000,480000,475000,486944
91913,Chula-Vista,CA,San Diego,Chula-Vista-CA-91913,2018,514900,499000,505000,516500,528580,512500,519999,525000,519000,549950,553900,565000
92821,Brea,CA,Orange,Brea-CA-92821,2022,714900,714950,727450,722950,720000,713900,702900,712900,725000,725000,727000,729000
95691,West-Sacramento,CA,Yolo,West-Sacramento-CA-95691,2022,414475,409475,399900,395000,376950,399949.5,395000,389000,409000,415000,424900,449000
92373,Redlands,CA,San Bernardino,Redlands-CA-92373,2027,509450,514975,549900,582000,539450,534000,548500,549888,549500,549900,559000,549900
91604,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91604,2030,1257500,1270000,1280000,1225000,1250000,1450000,1397000,1389000,1399000,1395000,1399000,1499000
91767,Pomona,CA,Los Angeles,Pomona-CA-91767,2042,410000,400000,399900,420140.5,429000,427250,425250,424787,434944,448500,445000,440000
92705,North-Tustin,CA,Orange,North-Tustin-CA-92705,2049,1095500,1087250,1054500,1072000,1099944,1190000,1195000,1165000,1169000,1185000,1190000,1150000
95991,Yuba-City,CA,Sutter,Yuba-City-CA-95991,2062,273500,270000,269944,265000,259999,250000,259950,262000,274900,275000,275000,285000
90505,Torrance,CA,Los Angeles,Torrance-CA-90505,2065,916900,899500,855000,849500,828000,835650,879000,867000,899000,899950,898500,879000
90808,Long-Beach,CA,Los Angeles,Long-Beach-CA-90808,2068,659948,649900,658000,669000,675000,699900,700000,705000,699949.5,699900,699900,714999
95833,Sacramento,CA,Sacramento,Sacramento-CA-95833,2083,299450,299000,299900,299000,299000,299250,299900,300000,315000,315000,314950,315000
95843,Sacramento,CA,Sacramento,Sacramento-CA-95843,2095,329499.5,329900,328900,325000,328500,330000,339500,339900,349000,349500,349000,350000
92058,Oceanside,CA,San Diego,Oceanside-CA-92058,2150,385000,392500,399000,389000,399450,399900,444000,419000,427000,460000,429900,454500
94583,San-Ramon,CA,Contra Costa,San-Ramon-CA-94583,2155,879000,879000,879000,879900,879000,899000,898000,909500,950000,949000,929000,975000
91387,Santa-Clarita,CA,Los Angeles,Santa-Clarita-CA-91387,2165,584250,599000,599000,603950,598500,589000,589500,609990,627500,608495,599250,599000
93612,Clovis,CA,Fresno,Clovis-CA-93612,2169,227000,219700,224900,215000,219900,219950,229950,219900,232922,234900,238000,235000
95307,Ceres,CA,Stanislaus,Ceres-CA-95307,2183,286500,282500,288500,285000,289950,292500,295000,295000,299950,329900,322000,319900
90744,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90744,2200,429950,429000,430000,435000,435000,434500,431450,436950,439500,445000,446000,456800
94560,Newark,CA,Alameda,Newark-CA-94560,2228,810000,789390.5,792500,844475,842395,839000,820510,874943.5,898500,929888,959888,971500
91748,Rowland-Heights,CA,Los Angeles,Rowland-Heights-CA-91748,2241,725000,725000,699000,726500,749500,808500,750000,689894,750000,746500,689000,689000
91306,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91306,2260,525000,524888,506441,519000,539900,539900,549250,572449.5,575500,579000,575000,575000
92591,Temecula,CA,Riverside,Temecula-CA-92591,2264,453900,459000,449900,450000,449000,449000,464900,462500,474900,479999.5,485000,499000
92543,Hemet,CA,Riverside,Hemet-CA-92543,2266,210000,208970.5,205000,215000,225000,220000,224900,215950,214000,220950,229000,229000
94954,Petaluma,CA,Sonoma,Petaluma-CA-94954,2280,669450,641500,647500,650000,650000,654450,667000,669000,669000,685000,650000,678000
91607,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91607,2288,875000,885900,920000,929000,908500,899000,899000,899000,936000,936000,899000,899900
94534,Fairfield,CA,Solano,Fairfield-CA-94534,2296,544450,569894,579900,594750,589900,589900,592110,589900,594210,599999,615000,599000
92374,Redlands,CA,San Bernardino,Redlands-CA-92374,2306,369000,369950,369900,364900,369950,379900,394000,387000,380000,379999.5,379990,388000
92410,San-Bernardino,CA,San Bernardino,San-Bernardino-CA-92410,2345,219999,235000,225000,235000,235000,227495,229970,225000,225000,232450,248000,249450
92879,Corona,CA,Riverside,Corona-CA-92879,2345,419900,416700,419900,419450,429999.5,430000,420000,429000,429950,439450,444900,445000
95380,Turlock,CA,Stanislaus,Turlock-CA-95380,2345,280000,279250,299000,279950,294500,294750,279900,287000,298500,314950,314950,327450
92570,Perris,CA,Riverside,Perris-CA-92570,2354,378500,379949.5,390000,390000,389450,389900,379450,389900,389000,380000,389900,399250
96001,Redding,CA,Shasta,Redding-CA-96001,2359,295950,289900,299000,298500,298500,313150,299800,299800,318500,322000,318500,309400
90048,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90048,2366,1689000,1650000,1697000,1691900,1824500,1995000,1990000,1900000,1699000,1797500,1785000,1797000
93635,Los-Banos,CA,Merced,Los-Banos-CA-93635,2367,315000,312400,313950,315000,319900,315000,332175,329000,324450,323900,320000,337902.5
91311,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91311,2369,659000,655173.5,665000,674900,659000,699000,699000,699950,679950,694000,679000,699950
93619,Clovis,CA,Fresno,Clovis-CA-93619,2371,397190,416900,419900,418042.5,408445,399000,391000,374775,394653,424900,418950,415000
94531,Antioch,CA,Contra Costa,Antioch-CA-94531,2381,466000,460000,459900,469450,474900,475000,475000,471000,479900,479950,486000,487000
95695,Woodland,CA,Yolo,Woodland-CA-95695,2384,387000,393000,387000,377000,357975,375000,382000,375000,389000,390000,389000,380000
92703,Santa-Ana,CA,Orange,Santa-Ana-CA-92703,2385,492500,498500,499900,499000,499900,502500,507995,510000,522495,549900,539800,534950
91701,Rancho-Cucamonga,CA,San Bernardino,Rancho-Cucamonga-CA-91701,2395,555000,545000,525000,539450,549000,550000,539000,550000,565000,564888,571999.5,574999
92240,Desert-Hot-Springs,CA,Riverside,Desert-Hot-Springs-CA-92240,2403,219995,224900,224900,224950,221250,220500,219250,219000,219949.5,225000,225000,225000
91362,Thousand-Oaks,CA,Ventura,Thousand-Oaks-CA-91362,2404,925000,919475,969500,995400,950000,995000,950000,975000,950000,937000,939190,932487.5
92707,Santa-Ana,CA,Orange,Santa-Ana-CA-92707,2406,460000,440000,430000,432500,449450,455000,462500,479950,500000,509000,519000,504490
95401,Santa-Rosa,CA,Sonoma,Santa-Rosa-CA-95401,2422,514500,519250,499000,494000,472450,499000,550000,552500,545000,539000,501999.5,525000
92107,San-Diego,CA,San Diego,San-Diego-CA-92107,2455,995000,995000,979000,919500,972500,996500,1021351.5,995000,929500,938000,954450,1011500
90620,Buena-Park,CA,Orange,Buena-Park-CA-90620,2476,579900,577000,579900,579900,577000,579900,579000,589999.5,598500,599970,599900,599000
95688,Vacaville,CA,Solano,Vacaville-CA-95688,2477,539650,537950,522499.5,529900,539950,515000,532450,519450,539000,539945,544500,545000
93555,Ridgecrest,CA,Kern,Ridgecrest-CA-93555,2480,206450,198000,195000,193000,192700,190000,194000,195000,199800,199900,209900,219000
90068,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90068,2485,1599000,1695000,1686500,1695000,1691500,1695000,1695000,1695000,1695000,1749000,1624000,1599000
93292,Visalia,CA,Tulare,Visalia-CA-93292,2499,244900,242900,247207.5,242900,244500,254900,262500,263412.5,260802.5,259900,259999,265450
95835,Sacramento,CA,Sacramento,Sacramento-CA-95835,2502,399900,398998.5,398997,398000,399000,395000,399000,399900,399900,395000,389900,389950
93012,Camarillo,CA,Ventura,Camarillo-CA-93012,2503,582000,610000,649950,645000,629000,634900,615000,588500,584900,595000,599000,599500
91505,Burbank,CA,Los Angeles,Burbank-CA-91505,2507,729000,732000,730500,727000,735000,770000,789000,789000,794000,794000,792000,777000
92612,Irvine,CA,Orange,Irvine-CA-92612,2509,799000,749900,743495,749888,738500,737000,738300,738300,758500,758500,774990,759000
94561,Oakley,CA,Contra Costa,Oakley-CA-94561,2512,459500,465000,470750,475000,466975,465000,469000,469000,469800,475000,484880,499900
95765,Rocklin,CA,Placer,Rocklin-CA-95765,2514,495000,499000,499990,500000,504500,504000,497000,509000,519999.5,525000,527000,529900
92571,Perris,CA,Riverside,Perris-CA-92571,2522,299900,295500,298900,298900,300000,309950,309000,305000,309950,319000,320000,324950
90032,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90032,2528,550000,560000,568000,575000,579999.5,599000,577000,575000,599000,614000,635944,634900
92867,Orange,CA,Orange,Orange-CA-92867,2537,769000,777000,749900,739888,725000,725000,725000,732750,769000,829000,798994,775000
91750,La-Verne,CA,Los Angeles,La-Verne-CA-91750,2538,654900,664900,685000,675000,677000,709000,715000,719900,712500,696950,698900,695000
93036,Oxnard,CA,Ventura,Oxnard-CA-93036,2540,515000,505000,516500,502500,500000,519900,519900,505250,514999.5,505250,515000,519000
93458,Santa-Maria,CA,Santa Barbara,Santa-Maria-CA-93458,2553,369900,365000,375000,372500,372000,372500,375000,372500,371700,365000,364900,368750
91206,Glendale,CA,Los Angeles,Glendale-CA-91206,2562,784000,849000,786944,799000,794000,825000,849000,849500,849000,922500,997000,895000
92264,Palm-Springs,CA,Riverside,Palm-Springs-CA-92264,2566,419000,429000,437850,439250,439000,449000,449500,441450,430000,441950,445000,459500
93401,San-Luis-Obispo,CA,San Luis Obispo,San-Luis-Obispo-CA-93401,2570,681250,692000,692000,735000,756000,725500,720000,710000,710000,710000,710000,702500
90807,Long-Beach,CA,Los Angeles,Long-Beach-CA-90807,2586,624450,599000,634900,635000,644900,649000,659000,689995,659450,650000,649500,634900
95662,Orangevale,CA,Sacramento,Orangevale-CA-95662,2594,375000,389450,389000,380000,379000,371000,395000,389000,385000,416000,419900,419900
91107,Pasadena,CA,Los Angeles,Pasadena-CA-91107,2595,899990,933800,998000,1067500,1099000,1199000,1175000,1195000,1060000,999800,1012400,1035500
92831,Fullerton,CA,Orange,Fullerton-CA-92831,2616,665000,680000,654900,637000,654950,629000,642450,648950,668000,675000,670000,699999
90806,Long-Beach,CA,Los Angeles,Long-Beach-CA-90806,2628,499900,516900,521500,485000,487000,489000,469000,482495,499999,529900,529900,525000
90063,East-Los-Angeles,CA,Los Angeles,East-Los-Angeles-CA-90063,2636,399450,417500,399000,400000,399900,399000,415000,399900,425000,449500,438000,450000
93905,Salinas,CA,Monterey,Salinas-CA-93905,2641,415000,419900,419000,423750,419000,459000,446950,439000,455000,469000,459000,459000
92065,Ramona,CA,San Diego,Ramona-CA-92065,2645,546500,544900,539000,527000,524999.5,538500,549000,550000,555000,572450,569950,569000
93001,Ventura,CA,Ventura,Ventura-CA-93001,2646,752500,679000,709500,700000,729000,669655,653750,654392.5,735450,698874,732000,740860.5
90001,Florence-Graham,CA,Los Angeles,Florence-Graham-CA-90001,2657,350000,350000,354950,352500,359000,359450,359000,359000,375000,374500,375000,371500
94952,Petaluma,CA,Sonoma,Petaluma-CA-94952,2663,737500,799000,832250,835500,897500,852000,865000,885000,855000,917500,899500,869000
92629,Dana-Point,CA,Orange,Dana-Point-CA-92629,2666,1165000,1175000,1175000,1182500,1224000,1300000,1374500,1295000,1262450,1249000,1144499.5,1099450
95661,Roseville,CA,Placer,Roseville-CA-95661,2671,475000,475000,499000,498475,450000,474500,475000,485000,509500,523000,519950,521950
95209,Stockton,CA,San Joaquin,Stockton-CA-95209,2674,330000,328944,335000,335000,335000,339500,335975,335000,339000,359450,349950,355000
91790,West-Covina,CA,Los Angeles,West-Covina-CA-91790,2678,539900,542450,548888,549500,549999,547499.5,544888,547443.5,550000,554500,560900,566000
92113,San-Diego,CA,San Diego,San-Diego-CA-92113,2681,399000,377000,385000,374000,383873,385000,389000,399000,399499.5,420000,395000,399500
92806,Anaheim,CA,Orange,Anaheim-CA-92806,2686,625000,625000,624989,620000,609500,629450,625000,638888,639000,639900,639900,649900
91104,Pasadena,CA,Los Angeles,Pasadena-CA-91104,2688,799000,798900,788000,839450,799000,799900,804500,827000,848900,849450,849950,850000
90220,Compton,CA,Los Angeles,Compton-CA-90220,2702,363900,363900,369000,369000,369000,369950,374900,380000,380000,385000,389900,389900
95482,Ukiah,CA,Mendocino,Ukiah-CA-95482,2710,419450,417000,420950,422450,425000,429000,476450,441950,448000,449000,496500,502450
94526,Danville,CA,Contra Costa,Danville-CA-94526,2714,1199900,1198000,1250000,1275000,1395000,1299000,1299000,1299000,1343250,1350000,1350000,1299000
95901,Marysville,CA,Yuba,Marysville-CA-95901,2714,270950,272950,270000,275000,270000,273900,279950,269990,274990,274990,274995,276990
94941,Mill-Valley,CA,Marin,Mill-Valley-CA-94941,2729,1567500,1496500,1495000,1495000,1299500,1395000,1497000,1650000,1595000,1685000,1595000,1597500
95820,Sacramento,CA,Sacramento,Sacramento-CA-95820,2735,249987,249000,249000,249935,250000,242500,249900,258950,265000,270000,270000,269000
95301,Atwater,CA,Merced,Atwater-CA-95301,2737,259000,259975,264000,287990,291340,298090,298090,299923,289450,289000,279900,272450
92203,Indio,CA,Riverside,Indio-CA-92203,2748,345000,349900,350495,349000,357388.5,349999,363475,369000,365000,365000,359000,359000
95382,Turlock,CA,Stanislaus,Turlock-CA-95382,2753,359450,339950,339900,330000,334500,339900,372450,384900,389999,399900,399000,379900
95351,Modesto,CA,Stanislaus,Modesto-CA-95351,2767,217500,219900,219944,219999,224988,229950,229450,231000,234900,235000,235000,235000
95361,Oakdale,CA,Stanislaus,Oakdale-CA-95361,2772,399925,384475,377900,379900,380000,396450,395000,395000,399000,399999,412900,410900
93245,Lemoore,CA,Kings,Lemoore-CA-93245,2773,249000,249900,249500,249250,249900,251750,257450,254250,250000,254500,259000,259900
95945,Grass-Valley,CA,Nevada,Grass-Valley-CA-95945,2777,399600,399000,398500,399000,409000,425000,425000,419000,439000,449000,429500,404750
95407,Santa-Rosa,CA,Sonoma,Santa-Rosa-CA-95407,2779,518000,519000,497000,499000,509900,520000,522500,532000,549000,550000,550407.5,549000
91789,Walnut,CA,Los Angeles,Walnut-CA-91789,2782,829500,849400,904949.5,888800,899989,904949,899949,898000,868000,858888,858888,850000
90242,Downey,CA,Los Angeles,Downey-CA-90242,2797,489900,490000,499450,499000,499000,514500,549999,549999,549949.5,541500,549890,577000
95370,Sonora,CA,Tuolumne,Sonora-CA-95370,2808,322400,325000,324950,325000,309000,325000,325000,329000,349000,349000,354400,348450
92270,Rancho-Mirage,CA,Riverside,Rancho-Mirage-CA-92270,2818,552450,559000,595000,599000,599000,599000,635000,610990,599000,599450,619000,604950
96080,Red-Bluff,CA,Tehama,Red-Bluff-CA-96080,2819,255000,249250,259000,259000,269000,257000,255000,257000,258950,260000,265000,267000
91773,San-Dimas,CA,Los Angeles,San-Dimas-CA-91773,2822,599450,600000,654950,638000,630000,630000,629000,629500,639900,642500,675000,669900
96002,Redding,CA,Shasta,Redding-CA-96002,2825,233997.5,249000,249900,249000,277750,278200,299949.5,294750,297250,279900,277000,268250
91711,Claremont,CA,Los Angeles,Claremont-CA-91711,2826,668800,650000,679000,679000,679000,672000,675000,672450,676944,690000,690000,694450
91754,Monterey-Park,CA,Los Angeles,Monterey-Park-CA-91754,2839,642500,639000,639500,643000,675000,693440,698880,688000,668000,662000,653500,687000
91355,Santa-Clarita,CA,Los Angeles,Santa-Clarita-CA-91355,2843,565000,559000,537450,529000,549499.5,544388.5,565000,562363.5,550000,559900,565000,570000
92807,Anaheim,CA,Orange,Anaheim-CA-92807,2847,714900,719000,739000,749900,754500,749450,749900,749900,749900,749900,749444,750000
95120,San-Jose,CA,Santa Clara,San-Jose-CA-95120,2872,1399000,1399888,1399888,1438000,1599000,1549388,1499000,1512500,1580500,1499475,1499000,1525000
91001,Altadena,CA,Los Angeles,Altadena-CA-91001,2877,799999,810499.5,798000,802499.5,802499.5,799975,844450,800000,800000,849000,849000,849000
94588,Pleasanton,CA,Alameda,Pleasanton-CA-94588,2881,965000,949000,958000,995000,980000,951500,999900,1098000,1089500,1080000,1098900,1095888
91350,Santa-Clarita,CA,Los Angeles,Santa-Clarita-CA-91350,2899,568499.5,569000,575000,594000,594432,586500,580000,560000,565000,572450,569999,552450
95409,Santa-Rosa,CA,Sonoma,Santa-Rosa-CA-95409,2900,675000,689950,699000,721975,734475,699500,707500,749000,735000,695000,710000,739000
95969,Paradise,CA,Butte,Paradise-CA-95969,2914,285000,284950,269900,278450,275000,269700,275000,290000,289700,302450,299900,299900
93705,Fresno,CA,Fresno,Fresno-CA-93705,2920,169950,169450,165000,169950,170900,170000,169900,180000,179450,179900,185000,189900
90064,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90064,2923,1250000,1467500,1549000,1604944,1591500,1742000,1897000,1795000,1649000,1600000,1649000,1649000
91326,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91326,2928,799900,797750,799000,800000,829450,849444,850000,799725,815000,829000,849000,849950
94070,San-Carlos,CA,San Mateo,San-Carlos-CA-94070,2932,1457500,1598000,1688000,1663000,1797000,1547500,1595000,1799999,1795000,1797000,1754000,1599000
93101,Santa-Barbara,CA,Santa Barbara,Santa-Barbara-CA-93101,2939,1097500,1075000,1162500,1032500,1215000,1125000,1095000,1100000,1099500,1089000,1081850,1140000
92220,Banning,CA,Riverside,Banning-CA-92220,2950,255450,255450,256450,258900,256900,259000,259000,265000,270000,280000,283750,282000
91941,La-Mesa,CA,San Diego,La-Mesa-CA-91941,2954,649999.5,650000,650000,650000,665900,649000,649000,646000,649900,669000,698000,694499.5
91316,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91316,2960,729700,704499.5,695000,720563,750000,790000,790000,799000,789000,777500,772000,749995
95966,Oroville,CA,Butte,Oroville-CA-95966,2964,235000,244950,259900,253450,239950,239000,239000,269500,267900,225000,225000,239000
94903,San-Rafael,CA,Marin,San-Rafael-CA-94903,2982,849500,932500,899000,805853.5,695000,717500,840000,892000,935000,950000,985000,899000
92651,Laguna-Beach,CA,Orange,Laguna-Beach-CA-92651,2995,2395000,2495000,2495000,2499000,2579000,2579000,2595000,2500000,2495000,2500000,2712500,2779000
90504,Torrance,CA,Los Angeles,Torrance-CA-90504,3001,675000,659000,669000,671950,677000,700000,724450,700000,725649,735000,725000,727000
92637,Laguna-Woods,CA,Orange,Laguna-Woods-CA-92637,3022,319000,315000,318000,317500,315000,330450,325000,329000,328500,325700,334800,330000
92131,San-Diego,CA,San Diego,San-Diego-CA-92131,3023,795000,859950,849000,799000,749900,759950,829000,799000,849000,919000,889450,849000
93422,Atascadero,CA,San Luis Obispo,Atascadero-CA-93422,3048,569000,549999,565000,575000,575000,575000,599000,575000,575000,572500,562499.5,564275
93702,Fresno,CA,Fresno,Fresno-CA-93702,3053,137975,145000,152000,146000,145000,145000,134950,140000,149900,155000,155000,155000
93561,Tehachapi,CA,Kern,Tehachapi-CA-93561,3059,299000,299500,292900,291450,299900,304950,314900,315000,319949.5,314900,309250,308250
95337,Manteca,CA,San Joaquin,Manteca-CA-95337,3067,422445,419950,419900,429900,427395,421450,423950,439900,443990,439000,449925,450000
91780,Temple-City,CA,Los Angeles,Temple-City-CA-91780,3072,797440,768000,748000,748000,776500,799000,838000,819000,809000,799000,836500,809000
94602,Oakland,CA,Alameda,Oakland-CA-94602,3072,699000,689000,699000,749000,712000,712450,729000,799000,829000,829000,798500,792000
95682,Shingle-Springs,CA,El Dorado,Shingle-Springs-CA-95682,3088,499900,499000,502500,499000,499950,527000,520000,515450,537000,539000,524900,530725
93638,Madera,CA,Madera,Madera-CA-93638,3094,247475,240000,240000,239975,240000,237000,240000,244400,249950,250000,249900,247900
90039,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90039,3120,992500,999900,989000,899949.5,944500,999000,999000,999000,999000,1027000,1099000,1137450
90604,South-Whittier,CA,Los Angeles,South-Whittier-CA-90604,3122,509000,519000,520000,524941,525000,529000,525000,524900,525000,530000,549000,549250
95340,Merced,CA,Merced,Merced-CA-95340,3136,253500,259000,255000,252500,242900,254950,250000,259000,259997.5,276400,275000,279800
90002,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-90002,3141,330000,330000,339900,349950,349450,359950,369900,375000,369900,374950,365000,375000
