RegionName,City,State,CountyName,name,SizeRank,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
95954,Magalia,CA,Butte,Magalia-CA-95954,6876,213750,219700,219000,219000,219000,219000,224950,234000,242250,245250,240500,234000
95066,Scotts-Valley,CA,Santa Cruz,Scotts-Valley-CA-95066,6904,899950,869000,897450,899475,867499.5,799000,837500,898000,919000,914500,914000,969500
91436,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91436,6916,1862000,1897000,1924999.5,2199000,2197000,2275000,2075000,1824500,1799000,1949000,1897000,1998000
93268,Taft,CA,Kern,Taft-CA-93268,6926,129450,129900,127900,135000,135000,145000,147950,146000,137400,125000,135000,129700
95338,Mariposa,CA,Mariposa,Mariposa-CA-95338,6945,287000,299500,317000,324950,325000,325000,299900,317500,329000,329000,329450,339000
95252,Valley-Springs,CA,Calaveras,Valley-Springs-CA-95252,6962,349900,349900,349000,341000,345450,347450,339500,339000,339500,334500,349975,365000
95451,Kelseyville,CA,Lake,Kelseyville-CA-95451,7064,305000,299500,329000,315000,329250,329000,315000,314000,325000,329000,357000,370000
95453,Lakeport,CA,Lake,Lakeport-CA-95453,7067,323675,328500,333750,335500,365000,359000,359000,349000,390500,377000,369000,369000
93442,Morro-Bay,CA,San Luis Obispo,Morro-Bay-CA-93442,7073,759000,749000,739900,739900,719000,737450,735000,734900,729500,739000,739000,714950
95203,Stockton,CA,San Joaquin,Stockton-CA-95203,7086,218650,225000,239000,235000,229975,227300,219949.5,226944,229975,230000,230000,255000
93433,Grover-Beach,CA,San Luis Obispo,Grover-Beach-CA-93433,7139,499950,499000,499500,567500,542000,549500,552000,569000,598500,562450,567000,552000
94805,Richmond,CA,Contra Costa,Richmond-CA-94805,7149,494444,499000,499000,499000,499000,499000,549000,592000,559000,524500,535000,579000
95030,Los-Gatos,CA,Santa Clara,Los-Gatos-CA-95030,7160,3196500,2995000,2990000,2970000,2898000,2745000,3024999.5,3050000,2999999,2999000,2993900,2993400
90402,Santa-Monica,CA,Los Angeles,Santa-Monica-CA-90402,7174,3700000,3700000,3949000,4472000,3874500,3774500,3797000,3750000,3750000,3887500,3995000,4137500
95673,Rio-Linda,CA,Sacramento,Rio-Linda-CA-95673,7182,285000,290000,302250,299000,298676,299900,299999.5,317500,304500,297425,297475,325000
90670,Santa-Fe-Springs,CA,Los Angeles,Santa-Fe-Springs-CA-90670,7247,495000,479450,515000,525000,525000,519900,551990,552990,557990,539900,534900,534950
92314,Big-Bear-City,CA,San Bernardino,Big-Bear-City-CA-92314,7289,289900,289000,279900,289000,289949.5,289900,286500,299000,299000,289900,289900,285000
95946,Penn-Valley,CA,Nevada,Penn-Valley-CA-95946,7295,424450,399000,398000,393500,405000,379450,388875,394000,399000,434925,449000,434950
91377,Oak-Park,CA,Ventura,Oak-Park-CA-91377,7305,835000,764900,788500,822450,797450,849900,877500,899000,867000,847000,875000,875000
94571,Rio-Vista,CA,Solano,Rio-Vista-CA-94571,7310,394690,394900,385000,379000,385000,381950,379000,382000,371690,371190,389000,399545
96097,Yreka,CA,Siskiyou,Yreka-CA-96097,7351,181750,185000,192500,187000,178750,165000,179750,179750,175000,185000,199700,202450
91345,Los-Angeles,CA,Los Angeles,Los-Angeles-CA-91345,7352,507000,519475,519999,522499.5,515000,499250,499000,499975,514500,544495,549000,549950
93015,Fillmore,CA,Ventura,Fillmore-CA-93015,7361,460000,464500,450000,452500,470000,477990,476495,486990,479949.5,476495,450000,470000
93614,Coarsegold,CA,Madera,Coarsegold-CA-93614,7382,333500,330000,320000,319000,328249.5,325000,337000,325000,344000,325000,322000,319450
94517,Clayton,CA,Contra Costa,Clayton-CA-94517,7386,749000,812000,785000,804425,804425,798000,825000,799000,831950,829000,799500,777000
95391,Tracy,CA,San Joaquin,Tracy-CA-95391,7476,604175,599900,599900,599900,614600,623950,644060,648888,663908,663975,652945,648419
91914,Chula-Vista,CA,San Diego,Chula-Vista-CA-91914,7539,741000,719500,669949.5,699999,699000,719000,764450,789000,789900,792500,730000,725000
95425,Cloverdale,CA,Sonoma,Cloverdale-CA-95425,7547,552475,565000,596000,599900,594000,540000,588800,579000,575000,575000,583000,602500
93505,California-City,CA,Kern,California-City-CA-93505,7568,145900,147700,150000,150000,159900,162475,163200,165000,164400,164900,160000,163950
93449,Pismo-Beach,CA,San Luis Obispo,Pismo-Beach-CA-93449,7574,899000,882500,856000,912500,845000,840000,840000,860000,929000,949500,900000,899000
93108,Montecito,CA,Santa Barbara,Montecito-CA-93108,7581,3995000,3985000,3975000,3925000,3995000,4395000,3985000,3850000,3622500,3647500,3595000,3692500
92582,San-Jacinto,CA,Riverside,San-Jacinto-CA-92582,7588,289900,295995,299900,299900,299900,299990,305495,310000,310000,315750,318500,320000
94708,Berkeley,CA,Alameda,Berkeley-CA-94708,7610,1197500,1195000,1039500,1029000,995000,995000,1064500,1195000,1150000,1195000,1150000,1095000
93644,Oakhurst,CA,Madera,Oakhurst-CA-93644,7612,329900,334950,325000,324975,324950,325000,325000,315000,325000,324950,314000,312500
93908,Salinas,CA,Monterey,Salinas-CA-93908,7615,858500,883750,944475,939950,937000,981000,899500,887250,887000,915000,899000,912500
93730,Fresno,CA,Fresno,Fresno-CA-93730,7683,574900,619000,610000,554900,532500,519450,489950,492475,489900,481450,484950,541200
95006,Boulder-Creek,CA,Santa Cruz,Boulder-Creek-CA-95006,7716,578000,589000,599000,598000,629000,629000,587000,549000,644250,599475,599499.5,599000
95368,Salida,CA,Stanislaus,Salida-CA-95368,7716,325000,324700,325000,324000,329000,319500,329000,335000,340000,348950,345000,342000
92252,Joshua-Tree,CA,San Bernardino,Joshua-Tree-CA-92252,7723,163500,159000,169450,179950,170000,170000,169900,180625,189000,189450,188700,189900
94158,San-Francisco,CA,San Francisco,San-Francisco-CA-94158,7726,1398000,1337000,1450000,1275000,1395000,1299000,1372000,1490000,1475000,1473500,1460000,1599000
92067,Rancho-Santa-Fe,CA,San Diego,Rancho-Santa-Fe-CA-92067,7761,3189000,3299000,3249000,3299000,3195000,3297000,3295000,3272000,3199000,3325000,3272000,3350000
93109,Santa-Barbara,CA,Santa Barbara,Santa-Barbara-CA-93109,7766,1370000,1249000,1389000,1400000,1549000,1390000,1389000,1437500,1499000,1567500,1524500,1495000
93465,Templeton,CA,San Luis Obispo,Templeton-CA-93465,7771,850000,779000,769000,675000,785000,757900,698500,672500,692450,789000,774400,832000
92313,Grand-Terrace,CA,San Bernardino,Grand-Terrace-CA-92313,7785,355000,355000,355000,352450,342450,368000,369900,377000,379000,375000,387450,375000
92325,Crestline,CA,San Bernardino,Crestline-CA-92325,7797,239900,230000,231100,229000,227500,225000,229000,235900,239500,244999,249700,254999.5
91108,San-Marino,CA,Los Angeles,San-Marino-CA-91108,7830,2600000,2580000,2690000,2580000,2684000,2890000,2980000,2840000,2980000,2839500,2889500,2835000
92657,Newport-Coast,CA,Orange,Newport-Coast-CA-92657,7833,3198000,3143400,3298000,3137500,3274000,3180000,3175000,3519000,3888000,4195000,4074000,3748000
90755,Signal-Hill,CA,Los Angeles,Signal-Hill-CA-90755,7880,559000,564000,559000,542400,499000,512450,530000,549900,585000,587000,549950,530000
96067,Mount-Shasta,CA,Siskiyou,Mount-Shasta-CA-96067,7894,344450,329500,319000,327000,348250,332500,325000,332500,334900,344250,335000,339000
95726,Pollock-Pines,CA,El Dorado,Pollock-Pines-CA-95726,7941,325000,325000,319000,325000,307950,300000,299975,318500,327250,339000,339000,342000
93546,Mammoth-Lakes,CA,Mono,Mammoth-Lakes-CA-93546,7955,579000,589000,574450,549900,569000,517500,479000,526950,549000,549000,528000,548000
93543,Littlerock,CA,Los Angeles,Littlerock-CA-93543,8004,299999,299900,297400,299950,295000,302500,299900,295000,295450,297500,295000,298750
95742,Rancho-Cordova,CA,Sacramento,Rancho-Cordova-CA-95742,8021,440000,439450,440000,449950,443700,438950,439000,448888,465000,462990,459900,459000
91708,Chino,CA,San Bernardino,Chino-CA-91708,8053,480101,499000,514870,525000,513855,523900,529000,541450,540000,539900,528888,522000
95304,Tracy,CA,San Joaquin,Tracy-CA-95304,8085,659500,682975,649975,659500,599000,611950,662500,662500,645000,647450,650000,629950
93636,Madera,CA,Madera,Madera-CA-93636,8110,388300,383000,375750,373000,389000,389000,385500,385200,388000,381000,378300,379900
92210,Indian-Wells,CA,Riverside,Indian-Wells-CA-92210,8126,899000,899000,895000,925000,925000,859500,839000,834499.5,849000,817000,799000,749500
92408,San-Bernardino,CA,San Bernardino,San-Bernardino-CA-92408,8131,235000,230000,239950,241900,245000,241900,258995,259945,295000,315000,300000,300000
92320,Calimesa,CA,Riverside,Calimesa-CA-92320,8138,359000,359000,355000,349900,359000,359000,359000,337450,349000,344900,350000,362000
92610,Lake-Forest,CA,Orange,Lake-Forest-CA-92610,8144,712500,734999,769900,839900,795000,772500,719800,739950,759950,772375,851495,897589.5
92315,Big-Bear-Lake,CA,San Bernardino,Big-Bear-Lake-CA-92315,8242,449000,429000,437000,432450,459700,465000,474950,464750,459900,452500,435000,429900
93428,Cambria,CA,San Luis Obispo,Cambria-CA-93428,8290,782000,799000,776750,774500,762250,764500,797000,799250,862500,849500,832000,795000
95640,Ione,CA,Amador,Ione-CA-95640,8327,340000,338700,340000,349949.5,348900,353750,362950,359999,356000,360450,354944,385000
95642,Jackson,CA,Amador,Jackson-CA-95642,8345,359900,352000,369000,374000,374950,380200,379250,374450,379250,379000,378000,379000
95386,Waterford,CA,Stanislaus,Waterford-CA-95386,8385,311999.5,311999.5,309000,275000,297500,283749.5,282500,260000,282450,284950,302449.5,286975
95713,Colfax,CA,Placer,Colfax-CA-95713,8445,371450,365750,369000,359900,362450,375000,374499.5,399999,439999,447500,437500,454450
92371,Phelan,CA,San Bernardino,Phelan-CA-92371,8463,309000,299900,299000,299900,299000,280000,292450,294800,309900,307450,315000,319749.5
93924,Carmel-Valley,CA,Monterey,Carmel-Valley-CA-93924,8527,1198500,1149000,1100000,1177000,1298000,1272500,1200000,1190000,1208500,1219000,1380000,1349000
95033,Lexington-Hills,CA,Santa Clara,Lexington-Hills-CA-95033,8558,999000,1049000,1188000,1099000,1049000,1047000,1200000,1200000,1296500,1199000,1295000,1249000
91935,Jamul,CA,San Diego,Jamul-CA-91935,8627,774500,749000,799000,764450,779900,777450,789000,764000,824500,834500,839450,824500
92624,San-Clemente,CA,Orange,San-Clemente-CA-92624,8642,1125000,1229000,1212499.5,1175000,1127000,1150000,1175000,1150000,1225000,1250000,1249900,1200000
93463,Solvang,CA,Santa Barbara,Solvang-CA-93463,8699,883905,895000,895000,932000,925000,1072500,1050000,925000,948000,925000,975500,938000
93723,Fresno,CA,Fresno,Fresno-CA-93723,8710,409900,399950,369990,376713,357970,362441,364990,369900,369945,375000,379950,385245
96094,Weed,CA,Siskiyou,Weed-CA-96094,8734,230000,235000,229000,226750,237000,249450,249450,259000,266500,262000,259000,259000
93921,Carmel-by-the-Sea,CA,Monterey,Carmel-by-the-Sea-CA-93921,8812,2087500,2295000,2245000,2295000,2275000,2275000,2322000,2235000,2175000,2295000,2295000,2324500
92567,Nuevo,CA,Riverside,Nuevo-CA-92567,8821,364900,369450,361950,359000,364950,354500,382500,375000,409000,409000,399000,419000
93510,Acton,CA,Los Angeles,Acton-CA-93510,8834,620000,614999,599900,599900,599000,599900,599000,612449.5,649000,649000,649000,599999
95832,Sacramento,CA,Sacramento,Sacramento-CA-95832,8862,249900,244950,241339.5,242679,241339.5,244950,246950,249900,259900,265750,265000,266250
93240,Lake-Isabella,CA,Kern,Lake-Isabella-CA-93240,8900,176500,174000,173950,179000,185000,179000,179000,179500,174900,174450,169900,168950
92356,Lucerne-Valley,CA,San Bernardino,Lucerne-Valley-CA-92356,8922,142611,129900,135000,129000,120000,120000,120000,129500,139745,155000,150000,154900
95666,Pioneer,CA,Amador,Pioneer-CA-95666,8970,287900,292000,299000,285000,285000,299000,331950,319900,319900,302000,299900,299000
90290,Topanga,CA,Los Angeles,Topanga-CA-90290,9012,1297500,1249500,1089000,1124500,1150000,1242000,1347500,1400000,1322000,1374500,1299000,1499000
95683,Sloughhouse,CA,Sacramento,Sloughhouse-CA-95683,9021,548800,525000,520000,539500,562907,562907,589000,600676,643335,649900,599900,599900
95631,Foresthill,CA,Placer,Foresthill-CA-95631,9071,424900,427500,434450,433250,439000,444000,448000,445000,442000,439000,421999.5,399900
96101,Alturas,CA,Modoc,Alturas-CA-96101,9093,125000,128900,132250,129500,125000,129000,125000,126500,123000,119000,119950,125000
92342,Helendale,CA,San Bernardino,Helendale-CA-92342,9105,238000,239400,238000,235000,229700,225000,228000,228000,249250,235000,235000,242000
95383,Twain-Harte,CA,Tuolumne,Twain-Harte-CA-95383,9177,298497.5,295000,289350,289000,269250,270000,293250,303250,317000,329997.5,342450,349000
95316,Denair,CA,Stanislaus,Denair-CA-95316,9210,416000,390000,387500,385000,364450,360680,389000,389500,405000,405000,386450,393700
93427,Buellton,CA,Santa Barbara,Buellton-CA-93427,9243,574900,549900,539000,539900,538000,531500,531000,497000,497000,507000,545000,540000
96088,Shingletown,CA,Shasta,Shingletown-CA-96088,9279,245000,259450,275000,277000,272000,279000,279995,289000,279000,286950,279500,289000
95247,Murphys,CA,Calaveras,Murphys-CA-95247,9301,389950,389000,399000,389000,386950,349000,372450,399000,397450,394500,409900,429900
95685,Sutter-Creek,CA,Amador,Sutter-Creek-CA-95685,9303,485000,444500,429900,414949.5,399000,398750,396500,377000,379000,374500,394499.5,399999
92397,Wrightwood,CA,San Bernardino,Wrightwood-CA-92397,9340,339900,339000,315000,335000,327500,342000,340000,339900,339900,329900,335000,335000
95228,Copperopolis,CA,Calaveras,Copperopolis-CA-95228,9373,421250,419000,425000,443944,429444,449000,460000,410825,412999.5,440500,439000,439000
92382,Running-Springs,CA,San Bernardino,Running-Springs-CA-92382,9375,225000,211500,207000,209500,219900,219900,234950,225000,235000,229900,233500,249900
95467,Hidden-Valley-Lake,CA,Lake,Hidden-Valley-Lake-CA-95467,9383,289700,299450,289900,299000,302400,307450,325000,337400,337450,339450,329900,334700
92549,Idyllwild,CA,Riverside,Idyllwild-CA-92549,9396,344500,359000,369000,369000,369000,359000,349000,359000,401950,379500,358500,359000
95709,Camino,CA,El Dorado,Camino-CA-95709,9409,450000,497000,525000,525000,505000,550000,489000,489000,499000,499000,495950,474950
95665,Pine-Grove,CA,Amador,Pine-Grove-CA-95665,9425,375000,352000,364700,349900,342850,342850,325000,325000,320000,347800,324950,327000
95223,Arnold,CA,Calaveras,Arnold-CA-95223,9436,315000,315000,315000,315000,328000,325000,320000,325000,329000,328500,329000,329000
96137,Westwood,CA,Plumas,Westwood-CA-96137,9495,421950,409000,424900,399000,399000,382000,385000,425000,427500,439000,449000,444000
95423,Clearlake-Oaks,CA,Lake,Clearlake-Oaks-CA-95423,9500,219900,225000,227000,225000,225000,227000,227000,210000,209000,219000,238000,249000
93430,Cayucos,CA,San Luis Obispo,Cayucos-CA-93430,9521,969000,995000,1069000,1075000,1072000,1150000,1185000,1049000,1099000,998500,1072500,995000
96093,Weaverville,CA,Trinity,Weaverville-CA-96093,9544,319750,269450,279950,267000,275000,289000,265000,265000,260000,299000,299000,299000
92004,Borrego-Springs,CA,San Diego,Borrego-Springs-CA-92004,9550,225000,239000,271950,265500,269000,255000,250000,265000,244500,243500,239000,239000
92372,Pinon-Hills,CA,San Bernardino,Pinon-Hills-CA-92372,9578,294000,299900,315000,315000,299950,299450,299950,300000,329950,315000,313500,312000
95222,Angels,CA,Calaveras,Angels-CA-95222,9632,424900,424900,424950,422450,424900,380000,405000,403500,405000,430000,403500,425000
92036,Julian,CA,San Diego,Julian-CA-92036,9710,439000,444500,439900,425000,412000,399000,413000,427500,445000,427500,414497.5,439000
92352,Lake-Arrowhead,CA,San Bernardino,Lake-Arrowhead-CA-92352,9725,495350,499000,517000,521000,499000,516450,499900,499000,520000,499947.5,499500,495000
92590,Temecula,CA,Riverside,Temecula-CA-92590,9748,1099000,1125000,954000,937000,1035000,1095000,1124500,1206500,1194000,1199000,1281500,1324500
93737,Fresno,CA,Fresno,Fresno-CA-93737,9753,374000,371875,359900,354400,352150,327900,359950,355000,340450,348400,343200,352200
92823,Brea,CA,Orange,Brea-CA-92823,9756,837255,839000,817490,819990,835619.5,811990,839990,820990,849990,858990,858990,876950
95684,Somerset,CA,El Dorado,Somerset-CA-95684,9798,475000,477450,475000,442000,379000,389000,454000,459900,459900,464900,515000,544000
93285,Wofford-Heights,CA,Kern,Wofford-Heights-CA-93285,9883,160000,171449.5,175000,187000,187000,186000,186000,187450,189900,189900,189900,185000
92386,Big-Bear-Lake,CA,San Bernardino,Big-Bear-Lake-CA-92386,9947,175000,179450,184450,179900,189000,189900,199999,207000,199000,197000,192450,199900
95329,La-Grange,CA,Mariposa,La-Grange-CA-95329,9961,264450,272000,275000,275000,276750,267222,277000,275000,270450,295000,289450,285000
96103,Graeagle,CA,Plumas,Graeagle-CA-96103,9979,272450,292250,269900,274450,279000,269000,269450,272200,314200,313500,311700,334900
93222,Pine-Mountain-Club,CA,Kern,Pine-Mountain-Club-CA-93222,10014,257000,249900,249900,249900,252500,259900,259900,289900,299000,294999,296950,292450
93426,Bradley,CA,San Luis Obispo,Bradley-CA-93426,10046,564998,565000,524500,474750,510750,549900,525000,512000,527000,529000,529000,545000
96146,Tahoe-City,CA,Placer,Tahoe-City-CA-96146,10056,649950,662475,699000,699000,687000,675000,675000,662500,675000,649000,717000,709000
92561,Mountain-Center,CA,Riverside,Mountain-Center-CA-92561,10073,549500,529000,519000,519000,494250,489500,499000,504950,499999,510000,557000,539000
92391,Lake-Arrowhead,CA,San Bernardino,Lake-Arrowhead-CA-92391,10080,230000,228888,225000,225000,230000,249450,274900,249888,239900,234000,246000,249750
92091,Rancho-Santa-Fe,CA,San Diego,Rancho-Santa-Fe-CA-92091,10090,3195000,3224494,3224494,3290000,3286500,3283000,2995000,3239000,2995000,3290000,3375000,3295000
93604,Bass-Lake,CA,Madera,Bass-Lake-CA-93604,10132,592000,585000,574500,590000,675000,675000,675000,649000,584750,575000,575000,570000
93664,Shaver-Lake,CA,Fresno,Shaver-Lake-CA-93664,10145,457500,449900,455000,471000,485000,494800,520000,489800,495000,485000,485000,449000
80134,Parker,CO,Douglas,Parker-CO-80134,122,480000,479700,475000,470000,478900,480450,484650,485000,484950,485000,489900,484700
80013,Aurora,CO,Arapahoe,Aurora-CO-80013,133,325000,330000,325000,325000,327000,330000,325000,335000,340000,345000,349900,347200
80634,Greeley,CO,Weld,Greeley-CO-80634,253,309000,314000,314550,316625,319950,320000,315000,319900,320000,319950,320000,322375
80015,Aurora,CO,Arapahoe,Aurora-CO-80015,303,399450,396247.5,389555,385000,392495,399000,399900,400000,400000,404950,410950,410000
80525,Fort-Collins,CO,Larimer,Fort-Collins-CO-80525,314,383000,370000,372000,374900,375000,378500,390000,399250,409900,410005,415000,410000
80219,Denver,CO,Denver,Denver-CO-80219,611,299000,299000,299900,299900,298000,307500,319990,310000,310000,315000,325000,324900
80016,Aurora,CO,Arapahoe,Aurora-CO-80016,664,549925,544900,530000,542950,539900,536373,532980,539990,545000,542194,543702,539900
80538,Loveland,CO,Larimer,Loveland-CO-80538,676,350975,364500,369900,355421,359900,362400,356029.5,352774,355000,350000,350000,360432
80020,Broomfield,CO,Broomfield,Broomfield-CO-80020,750,385000,388000,388000,384000,379900,379900,398500,410000,410000,403277,400000,400000
80123,Denver,CO,Denver,Denver-CO-80123,754,397000,399900,390000,365000,367450,379000,394750,427500,444425,435000,428800,420000
80504,Longmont,CO,Boulder,Longmont-CO-80504,763,414997.5,415450,415000,419970,434425,435000,439500,429900,435000,432950,435553.5,435900
80012,Aurora,CO,Arapahoe,Aurora-CO-80012,782,220000,215000,232500,242450,250000,235000,225000,247000,259900,265000,269950,281250
80918,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80918,790,279975,279900,280000,291250,295000,295000,314000,299950,300000,289500,299000,310000
80014,Aurora,CO,Arapahoe,Aurora-CO-80014,883,270000,269900,259700,257450,252250,266950,269000,280000,289000,298080,302500,299900
80526,Fort-Collins,CO,Larimer,Fort-Collins-CO-80526,924,355000,350000,349000,349900,345000,342600,349999,362500,370000,375000,375000,375000
80229,Thornton,CO,Adams,Thornton-CO-80229,939,280000,279900,279900,280000,293950,295000,289450,290000,299450,307479.5,299900,300000
80537,Loveland,CO,Larimer,Loveland-CO-80537,1007,377400,389900,385000,379950,388125,395395,395000,384250,379450,380000,377500,380000
80233,Northglenn,CO,Adams,Northglenn-CO-80233,1108,309166.5,318200,319900,314900,319000,323000,321500,320000,325000,339900,342486.5,344000
80011,Aurora,CO,Arapahoe,Aurora-CO-80011,1198,278749.5,275000,277500,275000,279000,284975,289900,285000,295000,299900,300000,299999.5
80631,Greeley,CO,Weld,Greeley-CO-80631,1230,239700,230000,240000,239900,239000,233750,254000,258900,259900,254000,255000,259950
80220,Denver,CO,Denver,Denver-CO-80220,1243,529900,559000,550000,545000,549500,545000,548697.5,547495,574900,570000,549475,549475
80231,Denver,CO,Denver,Denver-CO-80231,1266,269950,284900,262000,267500,285000,274950,294750,315000,337500,387500,395000,399900
80401,Golden,CO,Jefferson,Golden-CO-80401,1275,649000,674999,649000,644500,649950,649000,649000,639500,639000,650000,679000,654450
80501,Longmont,CO,Boulder,Longmont-CO-80501,1299,349950,344209,339950,334900,342500,369400,382500,390000,365000,374500,374900,368000
80127,Ken-Caryl,CO,Jefferson,Ken-Caryl-CO-80127,1314,475000,467000,450000,449999.5,445000,442475,469000,480000,495000,497475,469000,456000
80210,Denver,CO,Denver,Denver-CO-80210,1322,675000,699900,650000,659000,639000,649250,594900,619900,635000,644500,635000,632500
80211,Denver,CO,Denver,Denver-CO-80211,1385,554900,539900,529900,525000,525000,530000,530000,552450,555000,574000,580000,575000
80909,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80909,1615,230000,240000,240000,239900,245000,249950,239700,250000,245000,245000,249900,250000
80906,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80906,1631,549000,524950,539500,550000,524900,519900,532450,525000,530000,529900,529900,499000
80022,Commerce-City,CO,Adams,Commerce-City-CO-80022,1668,358995,361995,357800,352000,355000,363447.5,375000,380990,385000,385900,375000,375990
80227,Lakewood,CO,Jefferson,Lakewood-CO-80227,1733,367250,425500,443150,425000,440000,461990,425000,415000,414900,435000,420000,419475
80021,Westminster,CO,Adams,Westminster-CO-80021,1741,360000,365000,362500,359950,390000,364700,369950,375000,375000,389000,400000,395000
80126,Highlands-Ranch,CO,Douglas,Highlands-Ranch-CO-80126,1796,519450,525000,524900,525000,530000,588600,612700,580000,572450,550000,544950,539900
80524,Fort-Collins,CO,Larimer,Fort-Collins-CO-80524,1805,409950,419995,402780,402780,403160,418219,420720,419900,422675,435507.5,437900,449900
80205,Denver,CO,Denver,Denver-CO-80205,1823,487450,499000,479000,489900,493999,495963.5,502688.5,480700,500000,490000,510000,515000
80228,Lakewood,CO,Jefferson,Lakewood-CO-80228,1905,448615,449450,444500,439142.5,446235,446235,444950,446736,464236,465236,462950,460000
80203,Denver,CO,Denver,Denver-CO-80203,1916,372500,389700,369000,355000,412000,375000,369900,369900,368500,392500,392500,400000
80247,Denver,CO,Denver,Denver-CO-80247,1923,239900,249900,239850,239875,239850,239900,250000,248750,239900,240000,230500,220000
80004,Arvada,CO,Jefferson,Arvada-CO-80004,1986,400000,414950,412450,403975,410000,415000,425000,425000,425000,424900,425000,430000
80128,Ken-Caryl,CO,Jefferson,Ken-Caryl-CO-80128,2099,385000,372277.5,369900,359900,349999.5,339800,378000,385500,399450,400000,399900,395000
80916,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80916,2112,219900,209900,205000,205000,205000,210000,209950,205000,219900,219900,223400,225000
80226,Lakewood,CO,Jefferson,Lakewood-CO-80226,2127,399900,352500,350000,350000,355000,361450,363900,380000,382500,399450,399900,399250
80204,Denver,CO,Denver,Denver-CO-80204,2129,520750,525000,505000,499450,528948.5,533250,525000,534999,509900,525000,532500,539450
80221,Sherrelwood,CO,Adams,Sherrelwood-CO-80221,2140,359000,359900,356950,347000,352450,375440,379450,379000,380000,379950,374925,369950
80003,Arvada,CO,Jefferson,Arvada-CO-80003,2208,350000,350000,350000,354900,363500,369900,369000,360000,374950,380000,388000,385000
80031,Westminster,CO,Adams,Westminster-CO-80031,2236,377000,369900,389000,372450,379936.5,377986.5,385000,382246.5,385000,379662,375500,385000
80920,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80920,2236,349900,349500,340000,339500,347500,359500,355000,377499.5,375000,375000,370000,375000
80209,Denver,CO,Denver,Denver-CO-80209,2300,699000,759000,775000,750000,725000,782250,755000,696625,760000,789900,798000,800000
80206,Denver,CO,Denver,Denver-CO-80206,2304,774950,850000,849500,847000,881680,875000,825000,799000,752500,752500,795000,829000
80112,Centennial,CO,Arapahoe,Centennial-CO-80112,2313,425750,439950,424995,399725,402950,399974.5,406990,435000,439950,448990,446900,438995
80017,Aurora,CO,Arapahoe,Aurora-CO-80017,2401,269500,275000,274900,269900,260000,279018,281900,272500,289450,299900,300000,309900
80027,Louisville,CO,Boulder,Louisville-CO-80027,2428,619000,599450,594500,568900,565000,565000,590000,624900,645000,639700,616950,607900
80010,Aurora,CO,Arapahoe,Aurora-CO-80010,2438,269990,299000,295000,299000,299000,315000,307500,299000,314950,309500,299950,300000
80503,Longmont,CO,Boulder,Longmont-CO-80503,2445,625000,657500,646133.5,642450,646133.5,639400,727500,689000,670997.5,697000,640995,642995
80521,Fort-Collins,CO,Larimer,Fort-Collins-CO-80521,2456,399900,390000,375000,385904.5,415000,435000,464950,475000,429000,500000,475000,505000
81301,Durango,CO,La Plata,Durango-CO-81301,2610,545000,549000,549900,559437.5,549000,549000,529000,531500,547000,525000,525000,525000
80601,Brighton,CO,Adams,Brighton-CO-80601,2680,370440,365000,370000,369900,379000,394210,387500,369950,369890,368880,370880,376880
81005,Pueblo,CO,Pueblo,Pueblo-CO-81005,2691,200000,204900,199900,215250,217450,217450,209900,221400,225000,219900,219900,217450
80111,Greenwood-Village,CO,Arapahoe,Greenwood-Village-CO-80111,2750,727450,749900,767450,749900,819975,832500,799600,799000,750000,699000,660000,655900
80120,Littleton,CO,Arapahoe,Littleton-CO-80120,2758,429500,434000,442000,445000,448000,459000,465000,450000,449900,449950,445000,440000
80907,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80907,2792,268000,267000,249900,235000,249900,249900,259900,271500,275000,280000,280000,285000
80917,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80917,2811,240000,245000,247000,235000,241935.5,235000,239900,253750,259900,269900,265000,265000
80026,Lafayette,CO,Boulder,Lafayette-CO-80026,2886,499450,512000,511500,485000,499900,533990,539000,558990,550000,549950,559000,569000
81001,Pueblo,CO,Pueblo,Pueblo-CO-81001,2916,128500,136000,128200,128200,132495,149950,137553,146700,165000,165000,159700,152500
80910,Colorado-Springs,CO,El Paso,Colorado-Springs-CO-80910,3016,199900,205000,205000,209000,209990,208495,205000,189900,205000,215450,220000,225000
80122,Centennial,CO,Arapahoe,Centennial-CO-80122,3040,436250,422450,425000,421796,407950,419900,462475,474000,469900,462500,450000,459950
80214,Lakewood,CO,Jefferson,Lakewood-CO-80214,3055,395000,380000,399900,400000,404950,400000,399900,391250,375000,399450,398250,399900
80237,Denver,CO,Denver,Denver-CO-80237,3076,479900,472450,467000,454000,465000,449500,445500,466375,485000,479000,475000,449500
81504,Grand-Junction,CO,Mesa,Grand-Junction-CO-81504,3134,212000,214700,215000,215000,219900,215000,219000,219900,222500,224900,225950,225000
